rec_id,record_url,Item Number,Title,Language,Other Language,Pages,Captured Date,Report Date,Intel Date,Batch Number,Origin Office,Human Source Number,Col. Proj. Number,Source,Country,Related Country,Security Classification,Document Type,Map Locations,map_grid_ref,map_lat,map_lon,Log Number,Intel,Subject,Keyword,Organization,Personality,Location,Location C,Location P
98263,https://cdec.vietnam.ttu.edu/search/item.php?rec=98263,F034603431879,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 04-3768-68, , CTZ 3, Binh Long Province, Loc Ninh District",English,Vietnamese,4,,1968/04/27,1968/04/21,68 0728,5SF,SF5146,,Unknown,North Vietnamese troops in South Viet Nam,,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU8125 [11.98442°, 106.659°]",48PXU8125,11.98442,106.659,04-3768-68,"Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Barracks, Casernes, Bases, Base Camps, Posts, Stations, Camps | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Resources, Commodities & Weapons | Quartermaster & Miscellaneous Military Equipment | Clothing & Related Equipment","Log # 04-3768-68 | Product Specifications and Description | Construction, Repair, and Expansion | Order of Battle | Product Specifications and Description | Combined Document Exploitation Center",,,,CTZ 3,Combat Tactical Zone 3,Binh Long
98913,https://cdec.vietnam.ttu.edu/search/item.php?rec=98913,F034603451907,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 16-0368-68, , CTZ 3, Tay Ninh Province",English,Vietnamese,4,,1968/04/22,1968/04/11,68 0754,525MI,J212,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXT2164 [11.43558°, 106.10583°]",48PXT2164,11.43558,106.10583,16-0368-68,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Military Intentions | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Attack | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Mortar & Recoilless Rifle",Log # 16-0368-68 | Order of Battle | Tactics | Combined Document Exploitation Center,,,Hoang Mai | Mai | Dam | Rang,CTZ 3 | Loc Ninh | NINH,Combat Tactical Zone 3,Tay Ninh
100285,https://cdec.vietnam.ttu.edu/search/item.php?rec=100285,F034603510800,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 05-1678-68, , Loc Ninh",English,Vietnamese,7,,1968/05/11,,68 0805,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,,,,,05-1678-68,"Science & Technology, Engineering | Geography & Cartography | Cartography, Surveying, Geodesy | Maps & Charts | Resources, Commodities & Weapons | Ground Weapons & Ammunition | Artillery Guns & Howitzers | Armed Forces | Military Intentions | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Attack","Log # 05-1678-68 | Cartographic Representation, Overlays & sketches | Description and/or Pinpoint Location of Facilities | Operations | Combined Document Exploitation Center",,US 25th Inf. Div. (Inc. 25th MI Det) | Battalion BN-000 | Regiment RT-208,,Loc Ninh | Minh Thanh,,
101457,https://cdec.vietnam.ttu.edu/search/item.php?rec=101457,F034603551927,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 22-9068-68, , Unknown D Description",English,Vietnamese,3,,1968/05/09,1968/04/29,68 0859,525MI,C9562,1968-U1288,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,No Release Restriction,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU9929 [12.01954°, 106.82451°]",48PXU9929,12.01954,106.82451,22-9068-68,"Science & Technology, Engineering | Geography & Cartography | Military Geography | Infiltration & Exfiltration Routes",Log # 22-9068-68 | Combined Document Exploitation Center,,,,SRETENOT | Phuoc Thien | Loc Ninh,,
101589,https://cdec.vietnam.ttu.edu/search/item.php?rec=101589,F034603560167,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 17-9868-68, , CTZ 3, Binh Long Province, Loc Ninh District",English,Vietnamese,3,,1968/04/26,1968/03/24,68 0860,525MI,,,Unknown,"South Vietnam, Saigon Government",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PYU0234 [12.06456°, 106.85237°]",48PYU0234,12.06456,106.85237,17-9868-68,Transportation & Communication Systems | Highway Networks | International Connections,Log # 17-9868-68 | Combined Document Exploitation Center,Route-14 | Route-13 | RTE14 | RTE13,,,CTZ 3,Combat Tactical Zone 3,Binh Long
102614,https://cdec.vietnam.ttu.edu/search/item.php?rec=102614,F034603610729,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 25-8768-68, , CTZ 3, Binh Long Province, Loc Ninh District",English,Vietnamese,4,,1968/05/23,1968/05/07,68 0936,525MI,T1830,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU6801 [11.76813°, 106.53842°]",48PXU6801,11.76813,106.53842,25-8768-68,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Military Intentions | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Attack",Log # 25-8768-68 | Order of Battle | Operations | Combined Document Exploitation Center,Route-13 | RTE13,,,CTZ 3,Combat Tactical Zone 3,Binh Long
102629,https://cdec.vietnam.ttu.edu/search/item.php?rec=102629,F034603610806,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 26-3868-68, , Loc Ninh",English,Vietnamese,5,,1968/05/24,1968/05/19,68 0936,525MI,C9563,1968-U1288,Unknown,North Vietnamese troops in South Viet Nam,,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used",,,,,26-3868-68,"Armed Forces | Troop & Supply Movement Statistics, Methods, & Operating Procedures | Road & Overland | Methods & Operating Procedures | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Military Intentions",Log # 26-3868-68 | Order of Battle | Combined Document Exploitation Center,Troops | TROOPS,Division DN-DIENBIENPH,Giap,Loc Ninh | CTZ 3,Combat Tactical Zone 3,Tay Ninh
110980,https://cdec.vietnam.ttu.edu/search/item.php?rec=110980,F034604042078,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 07-1701-68, 07/02/1968, CTZ 3, Binh Duong Province",English,Vietnamese,25,1968/07/02,1968/07/09,1966/06/20,68 1301,,,,Viet Cong,North Vietnamese troops in South Viet Nam,,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT8344 [11.25209°, 106.67299°]",48PXT8344,11.25209,106.67299,07-1701-68,"Armed Forces | Status of the Armed Forces | Military Traditions, Ceremonies, & Decorations | Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Personal Documentation | Internal Movement Documentation | Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Analysis of Operating Experiences | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Attack | Armed Forces | Mission & Objectives | Science & Technology, Engineering | Geography & Cartography | Military Geography | Infiltration & Exfiltration Routes",Log # 07-1701-68 | List of members | Operations | Order of Battle | Combined Document Exploitation Center,Letter of Commendation | Letter of Introduction | LTRCOM | LTRINT,US 1st Inf. Div. (Inc. 1st MI Det) | Group GP-14 | Regiment RT-141 | Division DN-7 | Unit UT-D1 | Battalion BN-1 | Unit UT-3 | Company CO-3 | Unit UT-K1 | Unit UT-000,Nguyen Duc Bao | Bao | Doan | Dao | Le Van | Tho,CTZ 3 | BUNA | Loc Ninh | Bo Tuc | DRV | CTZ 2 | CTZ 2 | CTZ 3,Combat Tactical Zone 3 | DRV | Combat Tactical Zone 2 | Combat Tactical Zone 2 | Combat Tactical Zone 3,Binh Duong | Ha Noi | Kontum | Barlac | Phuoc Long
111983,https://cdec.vietnam.ttu.edu/search/item.php?rec=111983,F034604100352,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 33-5468-68, , CTZ 3, Binh Long Province, Loc Ninh District",English,Vietnamese,8,,1968/08/05,1968/07/20,68 1341,525MI,T9084,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",Unknown B Description,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU8502 [11.77629°, 106.69444°]",48PXU8502,11.77629,106.69444,33-5468-68,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Troop & Supply Movement Statistics, Methods, & Operating Procedures | Road & Overland | Methods & Operating Procedures | Governmental Politics, & International Activities & Institutes | Hegemony, Spheres of Influence | Military Influence & Penetration | Foreign Troops in Country | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Troop & Supply Movement Statistics, Methods, & Operating Procedures | Road & Overland | Methods & Operating Procedures | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Barracks, Casernes, Bases, Base Camps, Posts, Stations, Camps | Unknown Intelligence Subject Code | Armed Forces | Effect of Hostilities | On the Military",Log # 33-5468-68 | Order of Battle | Order of Battle | Order of Battle | Combined Document Exploitation Center,"Troops | Troops | Effects of air operations, including naval air | TROOPS | TROOPS | EFFAIR",Unit UT-000 | Unit UT-000 | Unit UT-000,,CTZ 3 | CTZ 4,Combat Tactical Zone 3 | Combat Tactical Zone 4,Binh Long | Vinh Binh
112728,https://cdec.vietnam.ttu.edu/search/item.php?rec=112728,F034604141816,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 08-1719-68, 08/05/1968, CTZ 3, Long Khanh Province",English,Vietnamese,46,1968/08/05,1968/08/10,1968/05/14,68 1404,,,,Viet Cong,North Vietnamese troops in South Viet Nam,,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PYS3788 [10.74279°, 107.16375°]",48PYS3788,10.74279,107.16375,08-1719-68,"Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Analysis of Operating Experiences | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Cavalry | Artillery | Armed Forces | Status of the Armed Forces | Military Traditions, Ceremonies, & Decorations | Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Analysis of Operating Experiences | Armed Forces | Military Intentions | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Attack | Resources, Commodities & Weapons | Ground Weapons & Ammunition | Infantry Antitank Weapons | Ammunition | Antitank Rockets | Resources, Commodities & Weapons | Ground Weapons & Ammunition | Artillery Guns & Howitzers | Types | Field, Mountain, & Antitank",Log # 08-1719-68 | Order of Battle | Rocket Forces | Operations | List of members | Operations | Transportation Techniques | Procurement | Combined Document Exploitation Center,Political Officer | Award | Viet Cong Resolution | POLITI | AWARD | RESOLU,"Australian, Det 1, Div Int Unit, HQ1 ATF | Unit UT-C9 | Unit UT-K3 | Battery BT-9 | Battalion BN-3 | Regiment RT-74 | Battalion BN-1 | Battalion BN-2 | Unit UT-D1 | Unit UT-D2 | Unit UT-H19 | Unit UT-H23 | Unit UT-H24 | Unit UT-C5 | Unit UT-C5 | Battery BT-5 | Unit UT-K1 | Unit UT-K2 | Unit UT-K3 | Unit UT-K4 | Unit UT-K5 | Unit UT-K6 | Unit UT-C7 | Unit UT-C8 | Unit UT-C9 | Battery BT-7 | Battery BT-8 | Unit UT-H15 | Unit UT-B11",Nguyen | Thua | Thanh Tri Ha | Ha,CTZ 3 | Bien Hoa | Loc Ninh | Bu Dop | Ba Doc | Nuoc Trong | Long Binh | Vung Tau | Dong Nai,Combat Tactical Zone 3,Long Khanh
114665,https://cdec.vietnam.ttu.edu/search/item.php?rec=114665,F034604272119,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 00-2203-68, 07/26/1968, CTZ 3, Binh Long Province, Loc Ninh District",English,Vietnamese,6,1968/07/26,1968/08/14,1968/07/00,68 1526,AMIC,2296,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used",,,,,30-9068-68 | 00-2203-68,"Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Civilian & Military Security Systems | Loyalty & Security Programs | Political Indoctrination | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Cavalry | Reconnaissance | Armed Forces | Manpower & Personnel Procurement | Mobilization & Maintenance of Forces | Other | Armed Forces | Supply Methods & Operating Procedures | Supply & Re-Supply Methods | Armed Forces | Doctrine, Strategy, Theories of Warfare | Offensive Warfare",Log # 30-9068-68 | Log # 00-2203-68 | Biography | Officer Personnel | Military in General | Operations | Combined Document Exploitation Center,Replacement of Personel | REPLAC,"North Vietnamese, LMilitary, LViet Cong, LNon-Christian, LNon-CP Member, LInfiltrator | Work Site WS-7",Pham Luc | Luc,CTZ 3,Combat Tactical Zone 3,Binh Long
115181,https://cdec.vietnam.ttu.edu/search/item.php?rec=115181,F034604302654,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 33-5368-68, , Loc Ninh",English,Vietnamese,6,,1968/08/05,1968/07/22,68 1569,525MI,T9315,,Unknown,North Vietnamese troops in South Viet Nam,,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU6970 [12.39184°, 106.55118°]",48PXU6970,12.39184,106.55118,33-5368-68,"Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Barracks, Casernes, Bases, Base Camps, Posts, Stations, Camps | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Personnel | Armed Forces | Effect of Hostilities | On the Military | Armed Forces | Military Intentions | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Attack",Log # 33-5368-68 | Order of Battle | Operations | Combined Document Exploitation Center,"Effects of air operations, including naval air | Effects of artillery | EFFAIR | EFFART",Unit UT-000 | Division DN-1,,Loc Ninh | An Loc | Chon Thanh,,
115957,https://cdec.vietnam.ttu.edu/search/item.php?rec=115957,F034604350688,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 00-2181-68, 07/26/1968, CTZ 3, Binh Long Province, Loc Ninh District",English,Vietnamese,7,1968/07/26,1968/08/06,1968/07/00,68 1610,AMIC,2296,,Unknown,"North Viet Nam, Hampi Gov and its active forces",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used",,,,,29-6868-68 | 00-2181-68,"Science & Technology, Engineering | Geography & Cartography | Military Geography | Infiltration & Exfiltration Routes | Armed Forces | Doctrine, Strategy, Theories of Warfare | Offensive Warfare | Armed Forces | Supply Methods & Operating Procedures | Supply & Re-Supply Methods",Log # 29-6868-68 | Log # 00-2181-68 | Biography | Officer Personnel | Combined Document Exploitation Center,General Offensive | GENOFF,"North Vietnamese, LMilitary, LViet Cong, LNon-Christian, LNon-CP Member, LInfiltrator | Group GP-602 | Work Site WS-7 | Regiment RT-V19 | Regiment RT-V15 | Regiment RT-V17",Pham Luc | Luc,CTZ 3 | DRV | Thai Nguyen | CTZ 3 | CTZ 3 | CTZ 3 | CTZ 3,Combat Tactical Zone 3 | DRV | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3,Binh Long | Bac Thai | Phuoc Long | Bien Hoa | Binh Duong | Phuoc Long
116054,https://cdec.vietnam.ttu.edu/search/item.php?rec=116054,F034604360233,"Captured Documents (CDEC): Combined Military Interrogation Center, Log Number 00-2412-68, 07/26/1968, CTZ 3, Binh Long Province, Loc Ninh District",English,Vietnamese,7,1968/07/26,1968/09/03,1968/07/00,68 1622,,2296,1968-U1399,Combined Military Interrogation Center,"North Viet Nam, Hampi Gov and its active forces",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Interrogation report for rallier/returnee | Fixed zero | Indexing system used,,,,,00-2412-68,"Science & Technology, Engineering | Geography & Cartography | Military Geography | Infiltration & Exfiltration Routes | Governmental Politics, & International Activities & Institutes | General | Civil & Religious Rights & Practices | Freedom of Speech & Assembly | Freedom of Press & Radio | Governmental Politics, & International Activities & Institutes | Propaganda | Media | Radio & Television | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units",Log # 00-2412-68 | Biography | Officer Personnel | Order of Battle | Combined Document Exploitation Center,,"North Vietnamese, LMilitary, LViet Cong, LNon-Christian, LNon-CP Member, LInfiltrator | Group GP-602 | Regiment RT-V17 | Division DN-7",Pham Luc | Luc,CTZ 3 | DRV | Thai Nguyen | CTZ 3 | CTZ 3,Combat Tactical Zone 3 | DRV | Combat Tactical Zone 3 | Combat Tactical Zone 3,Binh Long | Bac Thai | Phuoc Long | Binh Long
